QuestionID,SourceFolder,Part,Label,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,Translation,ImageFile,AudioFile
E5-P7-35,5,7,Question 35,What is the main thing the author is asking for?,Information about the climate.,Help with discussions and demonstrations.,A monetary contribution.(正解),Donations of only $100 or more.,C,"作者主要的請求為何？

a. 關於氣候的資訊。

b. 協助辦研討與說明會。

c. 捐款。

d. 僅100美元或更高的捐款。",,
E5-P7-36,5,7,Question 36,Which of the following is NOT one of the ways Climate Watch brings attention to their cause?,Walking longer distances at each event.(正解),Marching through big cities.,Talking at numerous schools.,Giving demonstrations to both prominent companies and ordinary people.,A,"下列何者並非「氣候巡守人」引起大家對他們理想的重視的方法？

a. 在每一場活動中走上更遠的距離。

b. 各大城市裡遊行。

c. 在許多學校演講。

d. 為著名的企業和一般人作解說。",,
E5-P7-37,5,7,Question 37,During which month would a double room cost $99?,July.,October.,March.,December.(正解),D,"在哪個月份一大床的房間要價99美元？

a. 七月。

b. 十月。

c. 三月。

d. 十二月。",,
E5-P7-38,5,7,Question 38,At what price would someone staying in a budget room be able to get room service?,$79.,$59.,$69.(正解),$89.,C,"住經濟客房的人要多少錢才能有客房服務？

a. 79美元。

b. 59美元。

c. 69美元。

d. 89美元。",,
E5-P7-39,5,7,Question 39,How many people are allowed to stay in a suite?,More than two people.,Between two and four people.(正解),Only three people.,One or two people.,B,"一間套房允許住多少人？

a. 超過兩人。

b. 二到四人。

c. 限三人。

d. 一或二人。",,
E5-P7-40,5,7,Question 40,How much teal blue cloth will Maja Desmond order?,200 meters,300 meters,400 meters (正解),It is no longer available.,C,"Maja Desmond將訂購多少藍綠色布料？

a. 200 米

b. 300 米

c. 400 米

d. 沒辦法再訂了。",,
E5-P7-41,5,7,Question 41,Which of the following is true about this company?,They no longer want to purchase this product in the future.,They want to purchase this product in a variety of materials.,They want to purchase this product in a variety of colors.,They prefer to stick to this product or something nearly identical.(正解),D,"關於這家公司，以下選項何者為真？

a. 他們在未來不再想購買這款產品。

b. 他們要購買各種材質的這款產品。

c. 他們要購買各種顏色的這款產品。

d. 他們想繼續用這款產品或幾乎相同的東西。",,
E5-P7-42,5,7,Question 42,What does Milda Urbonas ask the other two for in the opening line?,secrecy regarding the words that follow (正解),help with her personal problem,advice about a person who is harassing her,to keep something she gave them,A,"Milda Urbonas一開頭要求另外兩人什麼？

a. 對於接下來的話保密

b. 幫忙解決她的私人問題

c. 關於一個人在騷擾她的建議

d. 保留她給他們的東西",,
E5-P7-43,5,7,Question 43,Which of the following describes the behavior of the company staff members and clients on their business trip?,unprofessional  (正解),trustworthy,confidential,determined,A,"以下哪一項描述了公司的職員和客戶出差的行為？

a. 不專業

b. 可靠

c. 機密

d. 堅定",,
E5-P7-44,5,7,Question 44,What do Vitalijus Butkus and Tomas Stonkus agree on?,The woman in question should stay silent.,The woman in question should not fear losing her job.,The woman in question report this case to the police.,The woman in question should take her case to human resources. (正解),D,"以下選項何者是Vitalijus Butkus和 Tomas Stonkus都同意的？

a. 問問題的女人應該保持沉默。

b. 問問題的女人不應該害怕失去她的工作。

c. 問問題的女人應向警方報案。

d. 問問題的女人應該把她的情況交給人力資源部。",,
E5-P7-45,5,7,Question 45,"According to Tomas Stonkus, what might help the woman if she is going to say anything?",A promise that she will keep her job.,A guarantee that her report will not become public information.  (正解),An apology from the man who hit on her.,A written confession from the guilty persons.,B,"根據Tomas Stonkus，如果女人要說出來的話什麼會有所幫助？

a. 一個她能保留她的工作的承諾。

b. 一項確保她的舉報不會公開的承諾。

c. 對她調情的男人的道歉詞。

d. 犯罪人士的書面供詞。",,
E5-P7-46,5,7,Question 46,Which of the following is NOT included in the monthly rental fee for the property in the ad?,Electricity(正解),Parking,Internet,Furniture,A,"下列選項何者不包含在廣告公寓的每月租金裡？

a. 電費

b. 停車位

c. 網路

d. 傢俱",,
E5-P7-47,5,7,Question 47,"According to Mr. Fitzpatrick, how many people will likely share this apartment?",He will live alone.,That cannot be determined.,Three people will share it.,Two people will share it.(正解),D,"根據Fitzpatrick先生的回信，之後將有多少人搬入此公寓？

a. 他自己一個人

b. 尚未確定

c. 三位

d. 兩位",,
E5-P7-48,5,7,Question 48,Which of the following things did Mr. Fitzpatrick NOT inquire about?,The monthly cost of utilities.,The size of the bedrooms.,How many years he can rent the apartment.(正解),Rules and regulations for pets.,C,"以下問題何者是Fitzpatrick先生沒有提及？

a. 每個月的其他費用

b. 房間大小

c. 他能租此公寓多少年

d. 是否適合養寵物",,
E5-P7-49,5,7,Question 49,What is the name of the apartment complex in which the originally advertised property is located?,Brixton Street.,Real Estate Properties.,Boulevard Mansions.,Crestwood Estates.(正解),D,"原出租廣告所在點的公寓大樓名稱是什麼？

a. 布里斯頓街

b. 物產公司

c. 夕日大廈

d. 克斯伍德大樓",,
E5-P7-50,5,7,Question 50,How much is the new apartment that Mr. Bronson offers to Mr. Fitzpatrick?,1800/month plus utilities,"1800/month, utilities included",1900/month plus utilities(正解),"1900/month, utilities included",C,"Bronson先生向Fitzpatrick先生提及的新公寓的租金為以下何者？

a. 每月1800美金外加水電瓦斯費

b. 每月1800美金，包含水電瓦斯費

c. 每月1900美金外加水電瓦斯費

d. 每月1900美金，包含水電瓦斯費",,
E5-P7-51,5,7,Question 51,In what month was the band's latest album released?,May,June(正解),July,August,B,"這個樂團的最新專輯是幾月發表的？

a. 五月。

b. 六月。

c. 七月。

d. 八月。",,
E5-P7-52,5,7,Question 52,What was the difference between the first and second album?,The first album required a temporary replacement.,The second album was better than the first.,The band was more passionate with their first album.(正解),Keith Mahoney helped out with the first album.,C,"第一張與第二張專輯間有什麼不同？

a. 第一張專輯需要人暫時接替。

b. 第二張專輯比第一張好聽。

c. 樂團對第一張專輯有更多的熱情。

d. Keith Mahoney協助製作了第一張專輯。",,
E5-P7-53,5,7,Question 53,How might you expect a fan to react to the third album?,He or she might love it.(正解),He or she might dislike it.,He or she might think the second album is better.,He or she might think the band's enthusiasm has diminished.,A,"你認為歌迷對第三張專輯可能會有什麼反應？

a. 他/她可能會非常喜愛。

b. 他/她可能會不喜歡。 

c. 他/她可能會認為第二張專輯比較好。

d. 他/她可能會認為這個樂團的熱情減少了。",,
E5-P7-54,5,7,Question 54,In what year did the band's first lead guitarist die?,1992,1994(正解),1995,1993,B,"這個樂團的主奏吉他手在哪一年過世的？

a. 1992年。

b. 1994年。

c. 1995年。

d. 1993年。",,
E6-P1-1,6,1,Question 1,,Vehicles are parked in front of the stadium. (正解),The ambulance is driving up to the entrance.,The parking spaces are reserved for athletes.,He's inserting coins into the parking meter.,A,"a. 車輛停在體育館的前方

b. 這台救護車開向入口

c. 這些停車位是保留給運動員

d. 他正投入銅板到停車繳費亭裡",T06-01-003.jpg,T06-01-003.mp3
E6-P1-2,6,1,Question 2,,The train is departing in twenty-eight minutes.,The team coach is called Kemijarvi.,The train will make a stop before the final destination. (正解),Today is the 265th day of the year.,C,"a. 這班火車會在28分鐘後啟程

b. 這一隊的教練名叫Kemijarvi

c. 這班火車在終點站前還會停一站

d. 今天是第265天",T06-01-002.jpg,T06-01-002.mp3
E6-P1-3,6,1,Question 3,,People are playing sports on the walkway.,Several passersby are perusing items in the market.,A movie is being filmed in front of the building.,There's a famous landmark on the harbor.(正解),D,"a. 這群人在走道上打球

b. 幾位行人正在市場裡瀏覽物品

c. 這棟建築物的前方正在拍攝電影

d. 海港邊有個很出名的地標",T06-01-005.jpg,T06-01-005.mp3
E6-P1-4,6,1,Question 4,,They're looking at the amusement park.,The couple is riding a gondola.,The shuttle bus is stopped at a traffic light.,They are deep in a conversation.(正解),D,"a. 他們正看著遊樂園

b. 這對情侶正在搭乘空中纜車

c. 這班接駁車停在紅綠燈前方

d. 他們討論得十分熱切",T06-01-001.jpg,T06-01-001.mp3
E6-P1-5,6,1,Question 5,,The mailbox is being emptied.,The newspaper stand is full.,The newspaper stand is empty.,The mailbox is adjacent to the newspaper stand.(正解),D,"a. 有人正在清空郵桶 

b. 這個報紙架是滿的

c. 這個報紙架是空的

d. 這郵桶放在報紙架的隔壁",T06-01-006.jpg,T06-01-006.mp3
E6-P1-6,6,1,Question 6,,The desserts are complimentary.,The cakes are all identical.,The cupcakes are topped with animals.(正解),The muffins are two-for-one.,C,"a. 這些點心是贈送的

b. 這些蛋糕們做得一模一樣

c. 這些杯子蛋糕頂端用動物做裝飾

d. 這些馬芬蛋糕買二送一",T06-01-004.jpg,T06-01-004.mp3
E6-P2-1,6,2,Question 1,"Excuse me, conductor. Where is this train bound for?",The train station is around the corner.,The final stop is Dublin. (正解),The next one comes in half an hour.,,B,"打擾一下，列車長。這班列車開往哪裡？

a. 火車站在街角附近。

b. 終點站是都柏林。

c. 下一班車半小時內會到。",,T06-02-001.mp3
E6-P2-2,6,2,Question 2,Would you like to receive your account statements by mail or electronically?,My mailbox is on the gate.,I'd prefer email.(正解),We are going to record your statement.,,B,"你想用一般郵件還是電子郵件來接收帳戶明細？

a. 我的信箱在大門上。

b. 我比較想用電子郵件。

c. 我會將把您的意見紀錄下來。",,T06-02-014.mp3
E6-P2-3,6,2,Question 3,Nice desktop pic. Is it yours?,I got the desktop at the new electronics shop next door.,"No, my son took it in Alaska. (正解)","No, I bought the desk at Ikea.",,B,"電腦的桌面圖片很好看。是你拍的嗎？

a. 我在隔壁那家電器行買了這部桌上型電腦。 

b. 不是，我兒子在阿拉斯加拍的。

c. 不是，這張桌子是我在Ikea買的。",,T06-02-022.mp3
E6-P2-4,6,2,Question 4,Any idea why Courtney quit and stormed out like that?,The boss just demoted her. (正解),Finally she quit smoking!,Thanks for the idea.,,A,"你知道Courtney辭職，然後怒氣沖沖的離開的原因嗎？ 

a. 老闆剛把她降職。

b. 她終於戒菸了！

c. 謝謝你的意見。",,T06-02-010.mp3
E6-P2-5,6,2,Question 5,What's the finishing time for this evening's performance?,About five after nine. (正解),It's right on time.,Only one time.,,A,"今晚的表演幾點結束？

a. 大概是九點五分。

b. 正是時候。

c. 只有一次。",,T06-02-015.mp3
E6-P2-6,6,2,Question 6,"Vernon, what do you plan to do with all your free time now that you're retired?",I'll finally retire when I'm 65.,I'm going to construct my own boat.(正解),"Actually, these pens aren't free.",,B,"Vernon，你現在退休了，空閒時間打算做什麼呢？

a. 我到六十五歲時就可以退休了。

b. 我打算自己打造一艘船。

c. 其實，這些筆不是免費的。",,T06-02-011.mp3
